sessionnum,roundnum,playerid,previouslytie,nowtie,playeraction,alteraction,otherD,act,break_,make,state,CC,DD
19,5,1916,1,1,C,C,0,0,0,,CC,1,0
19,5,1912,0,0,C,D,1,0,,0,CD,0,0
19,5,1910,0,0,D,D,1,0,,0,DD,0,1
19,5,1927,0,1,D,C,0,1,,1,DC,0,0
19,5,1900,1,1,D,C,0,0,0,,DC,0,0
19,5,1922,0,1,C,C,0,1,,1,CC,1,0
19,5,1900,1,0,D,D,1,1,1,,DD,0,1
19,5,1916,0,0,C,D,1,0,,0,CD,0,0
19,5,1910,0,0,D,D,1,0,,0,DD,0,1
19,5,1900,1,1,D,C,0,0,0,,DC,0,0
19,5,1910,0,1,D,C,0,1,,1,DC,0,0
19,5,1915,1,0,D,D,1,1,1,,DD,0,1
19,5,1900,1,1,D,C,0,0,0,,DC,0,0
19,5,1922,0,0,C,D,1,0,,0,CD,0,0
19,5,1915,1,0,D,D,1,1,1,,DD,0,1
19,5,1900,1,1,D,C,0,0,0,,DC,0,0
19,5,1900,1,1,D,D,1,0,0,,DD,0,1
19,5,1922,0,0,C,D,1,0,,0,CD,0,0
19,5,1915,1,0,D,D,1,1,1,,DD,0,1
19,5,1900,0,0,D,D,1,0,,0,DD,0,1
19,5,1915,1,1,D,C,0,0,0,,DC,0,0
19,5,1915,1,0,D,D,1,1,1,,DD,0,1
19,5,1915,1,0,D,D,1,1,1,,DD,0,1
19,5,1915,1,1,D,C,0,0,0,,DC,0,0
19,5,1907,0,1,D,C,0,1,,1,DC,0,0
19,5,1915,1,0,D,D,1,1,1,,DD,0,1
19,5,1907,0,1,D,C,0,1,,1,DC,0,0
19,5,1915,0,1,D,C,0,1,,1,DC,0,0
19,5,1915,0,1,D,C,0,1,,1,DC,0,0
19,5,1915,0,1,D,C,0,1,,1,DC,0,0
19,5,1907,0,1,D,D,1,1,,1,DD,0,1
19,5,1915,0,1,D,C,0,1,,1,DC,0,0
19,5,1907,0,1,D,D,1,1,,1,DD,0,1
19,5,1915,0,1,D,C,0,1,,1,DC,0,0
19,5,1907,0,1,D,C,0,1,,1,DC,0,0
19,5,1919,1,0,D,D,1,1,1,,DD,0,1
19,5,1907,0,1,D,D,1,1,,1,DD,0,1
19,5,1919,1,1,D,C,0,0,0,,DC,0,0
19,5,1919,1,1,D,C,0,0,0,,DC,0,0
19,5,1919,1,1,D,C,0,0,0,,DC,0,0
19,5,1919,1,1,D,D,1,0,0,,DD,0,1
19,5,1919,0,1,D,D,1,1,,1,DD,0,1
19,6,1927,1,0,C,D,1,1,1,,CD,0,0
19,6,1919,1,1,D,C,0,0,0,,DC,0,0
19,6,1923,1,1,C,C,0,0,0,,CC,1,0
19,6,1907,1,1,D,D,1,0,0,,DD,0,1
19,6,1917,1,1,C,C,0,0,0,,CC,1,0
19,6,1903,1,1,C,C,0,0,0,,CC,1,0
19,6,1901,1,1,D,C,0,0,0,,DC,0,0
19,6,1904,1,1,D,C,0,0,0,,DC,0,0
19,6,1910,1,1,D,C,0,0,0,,DC,0,0
19,6,1918,1,1,C,C,0,0,0,,CC,1,0
19,6,1914,1,0,C,D,1,1,1,,CD,0,0
19,6,1915,1,1,D,C,0,0,0,,DC,0,0
19,6,1902,1,0,C,D,1,1,1,,CD,0,0
19,6,1907,1,1,D,C,0,0,0,,DC,0,0
19,6,1923,1,0,C,D,1,1,1,,CD,0,0
19,6,1927,1,1,C,C,0,0,0,,CC,1,0
19,6,1901,1,1,D,C,0,0,0,,DC,0,0
19,6,1918,1,1,C,C,0,0,0,,CC,1,0
19,6,1903,1,0,C,D,1,1,1,,CD,0,0
19,6,1910,1,1,D,C,0,0,0,,DC,0,0
19,6,1924,1,1,D,C,0,0,0,,DC,0,0
19,6,1917,1,1,C,C,0,0,0,,CC,1,0
19,6,1912,1,1,C,C,0,0,0,,CC,1,0
19,6,1904,1,0,D,D,1,1,1,,DD,0,1
19,6,1914,1,1,C,C,0,0,0,,CC,1,0
19,6,1902,1,1,C,C,0,0,0,,CC,1,0
19,6,1915,1,0,D,D,1,1,1,,DD,0,1
19,6,1919,1,1,D,C,0,0,0,,DC,0,0
19,6,1907,1,1,D,C,0,0,0,,DC,0,0
19,6,1923,1,1,C,C,0,0,0,,CC,1,0
19,6,1935,1,1,C,C,0,0,0,,CC,1,0
19,6,1901,1,0,D,D,1,1,1,,DD,0,1
19,6,1910,1,1,D,C,0,0,0,,DC,0,0
19,6,1924,1,1,D,C,0,0,0,,DC,0,0
19,6,1922,1,1,C,C,0,0,0,,CC,1,0
19,6,1903,1,1,C,C,0,0,0,,CC,1,0
19,6,1927,1,1,C,C,0,0,0,,CC,1,0
19,6,1912,1,1,C,C,0,0,0,,CC,1,0
19,6,1902,1,1,C,C,0,0,0,,CC,1,0
19,6,1904,1,0,D,D,1,1,1,,DD,0,1
19,6,1918,1,1,C,C,0,0,0,,CC,1,0
19,6,1914,1,0,C,D,1,1,1,,CD,0,0
19,6,1907,0,0,D,D,1,0,,0,DD,0,1
19,6,1917,1,1,C,C,0,0,0,,CC,1,0
19,6,1915,1,0,D,D,1,1,1,,DD,0,1
19,6,1919,0,1,D,C,0,1,,1,DC,0,0
19,6,1901,1,1,D,C,0,0,0,,DC,0,0
19,6,1903,1,1,C,C,0,0,0,,CC,1,0
19,6,1923,1,1,C,C,0,0,0,,CC,1,0
19,6,1924,1,0,D,D,1,1,1,,DD,0,1
19,6,1902,1,1,C,C,0,0,0,,CC,1,0
19,6,1918,1,1,C,D,1,0,0,,CD,0,0
19,6,1904,1,1,D,C,0,0,0,,DC,0,0
19,6,1927,1,0,C,D,1,1,1,,CD,0,0
19,6,1916,1,1,C,C,0,0,0,,CC,1,0
19,6,1912,1,0,C,D,1,1,1,,CD,0,0
19,6,1900,1,1,C,D,1,0,0,,CD,0,0
19,6,1914,1,1,C,C,0,0,0,,CC,1,0
19,6,1907,0,1,D,C,0,1,,1,DC,0,0
19,6,1917,1,0,C,D,1,1,1,,CD,0,0
19,6,1915,1,1,D,C,0,0,0,,DC,0,0
19,6,1919,0,1,D,C,0,1,,1,DC,0,0
19,6,1935,1,0,C,D,1,1,1,,CD,0,0
19,6,1910,0,0,D,C,0,0,,0,DC,0,0
19,6,1922,1,1,C,C,0,0,0,,CC,1,0
19,6,1901,0,1,D,C,0,1,,1,DC,0,0
19,6,1903,1,0,C,D,1,1,1,,CD,0,0
19,6,1918,1,1,C,C,0,0,0,,CC,1,0
19,6,1924,1,0,D,D,1,1,1,,DD,0,1
19,6,1923,1,1,C,C,0,0,0,,CC,1,0
19,6,1904,1,1,D,C,0,0,0,,DC,0,0
19,6,1916,1,1,C,C,0,0,0,,CC,1,0
19,6,1912,1,1,C,C,0,0,0,,CC,1,0
19,6,1900,1,1,C,C,0,0,0,,CC,1,0
19,6,1907,0,1,D,D,1,1,,1,DD,0,1
19,6,1902,0,0,C,D,1,0,,0,CD,0,0
19,6,1914,1,1,C,C,0,0,0,,CC,1,0
19,6,1917,1,1,C,C,0,0,0,,CC,1,0
19,6,1927,0,1,C,C,0,1,,1,CC,1,0
19,6,1915,1,1,D,C,0,0,0,,DC,0,0
19,6,1910,0,0,D,C,0,0,,0,DC,0,0
19,6,1924,1,1,D,C,0,0,0,,DC,0,0
19,6,1919,0,1,D,C,0,1,,1,DC,0,0
19,6,1903,0,0,C,D,1,0,,0,CD,0,0
19,6,1923,1,1,C,C,0,0,0,,CC,1,0
19,6,1904,1,0,D,D,1,1,1,,DD,0,1
19,6,1916,1,1,C,C,0,0,0,,CC,1,0
19,6,1907,0,1,D,D,1,1,,1,DD,0,1
19,6,1902,0,0,C,D,1,0,,0,CD,0,0
19,6,1900,1,0,C,D,1,1,1,,CD,0,0
19,6,1922,1,1,C,C,0,0,0,,CC,1,0
19,6,1901,0,0,D,D,1,0,,0,DD,0,1
19,6,1912,1,0,C,D,1,1,1,,CD,0,0
19,6,1917,0,0,C,D,1,0,,0,CD,0,0
19,6,1914,1,1,C,C,0,0,0,,CC,1,0
19,6,1924,1,1,D,C,0,0,0,,DC,0,0
19,6,1910,0,0,D,C,0,0,,0,DC,0,0
19,6,1927,0,0,C,D,1,0,,0,CD,0,0
19,6,1918,1,1,C,D,1,0,0,,CD,0,0
19,6,1916,1,1,C,C,0,0,0,,CC,1,0
19,6,1904,0,0,D,D,1,0,,0,DD,0,1
19,6,1900,0,1,C,D,1,1,,1,CD,0,0
19,6,1919,0,1,D,C,0,1,,1,DC,0,0
19,6,1903,0,1,C,C,0,1,,1,CC,1,0
19,6,1923,0,1,C,C,0,1,,1,CC,1,0
19,6,1912,1,1,C,C,0,0,0,,CC,1,0
19,6,1902,0,1,C,C,0,1,,1,CC,1,0
19,6,1917,0,1,C,C,0,1,,1,CC,1,0
19,6,1935,0,1,C,C,0,1,,1,CC,1,0
19,6,1924,1,1,D,C,0,0,0,,DC,0,0
19,6,1922,1,1,C,C,0,0,0,,CC,1,0
19,6,1914,1,0,C,D,1,1,1,,CD,0,0
19,6,1915,1,1,D,C,0,0,0,,DC,0,0
19,6,1910,0,0,D,D,1,0,,0,DD,0,1
19,6,1900,0,1,C,C,0,1,,1,CC,1,0
19,6,1919,0,1,D,D,1,1,,1,DD,0,1
19,6,1916,0,0,C,D,1,0,,0,CD,0,0
19,6,1904,0,1,D,C,0,1,,1,DC,0,0
19,6,1927,0,1,C,C,0,1,,1,CC,1,0
19,6,1912,1,1,C,C,0,0,0,,CC,1,0
19,6,1923,0,1,C,C,0,1,,1,CC,1,0
19,6,1902,0,1,C,C,0,1,,1,CC,1,0
19,6,1903,0,1,C,C,0,1,,1,CC,1,0
19,6,1924,1,1,D,C,0,0,0,,DC,0,0
19,6,1918,1,1,C,C,0,0,0,,CC,1,0
19,6,1915,1,1,D,C,0,0,0,,DC,0,0
19,6,1935,0,1,C,C,0,1,,1,CC,1,0
19,6,1919,0,1,D,D,1,1,,1,DD,0,1
19,6,1904,0,0,D,D,1,0,,0,DD,0,1
19,6,1902,0,0,C,D,1,0,,0,CD,0,0
19,6,1927,0,1,C,C,0,1,,1,CC,1,0
19,6,1912,0,0,C,D,1,0,,0,CD,0,0
19,6,1922,1,1,C,C,0,0,0,,CC,1,0
19,6,1924,0,0,D,D,1,0,,0,DD,0,1
19,6,1919,0,1,D,C,0,1,,1,DC,0,0
19,6,1918,1,1,C,D,1,0,0,,CD,0,0
19,6,1904,0,1,D,C,0,1,,1,DC,0,0
19,6,1915,0,1,D,C,0,1,,1,DC,0,0
19,6,1935,0,0,C,D,1,0,,0,CD,0,0
19,6,1902,0,1,C,C,0,1,,1,CC,1,0
19,6,1912,0,1,C,C,0,1,,1,CC,1,0
19,6,1918,1,1,C,C,0,0,0,,CC,1,0
19,6,1915,0,1,D,C,0,1,,1,DC,0,0
19,6,1922,1,0,C,D,1,1,1,,CD,0,0
19,6,1904,0,1,D,C,0,1,,1,DC,0,0
19,6,1915,0,1,D,C,0,1,,1,DC,0,0
19,6,1904,0,1,D,C,0,1,,1,DC,0,0
19,6,1918,1,1,C,D,1,0,0,,CD,0,0
19,6,1904,0,1,D,C,0,1,,1,DC,0,0
19,6,1922,1,1,C,C,0,0,0,,CC,1,0
19,6,1918,0,1,C,D,1,1,,1,CD,0,0
19,6,1935,0,1,C,C,0,1,,1,CC,1,0
19,6,1904,0,0,D,D,1,0,,0,DD,0,1
19,6,1922,1,0,C,D,1,1,1,,CD,0,0
19,6,1904,0,1,D,C,0,1,,1,DC,0,0
19,6,1935,0,0,C,D,1,0,,0,CD,0,0
19,6,1922,0,1,C,C,0,1,,1,CC,1,0
19,6,1922,0,0,C,D,1,0,,0,CD,0,0
19,7,1903,1,1,C,C,0,0,0,,CC,1,0
19,7,1904,1,1,D,C,0,0,0,,DC,0,0
19,7,1901,1,1,D,C,0,0,0,,DC,0,0
19,7,1902,1,1,C,C,0,0,0,,CC,1,0
19,7,1916,1,1,C,C,0,0,0,,CC,1,0
19,7,1923,1,0,C,D,1,1,1,,CD,0,0
19,7,1927,1,1,D,C,0,0,0,,DC,0,0
19,7,1924,1,1,C,C,0,0,0,,CC,1,0
19,7,1935,1,1,D,C,0,0,0,,DC,0,0
19,7,1912,1,1,C,C,0,0,0,,CC,1,0
19,7,1903,1,1,C,C,0,0,0,,CC,1,0
19,7,1904,1,1,D,C,0,0,0,,DC,0,0
19,7,1901,1,1,D,C,0,0,0,,DC,0,0
19,7,1902,1,1,C,C,0,0,0,,CC,1,0
19,7,1916,1,1,C,C,0,0,0,,CC,1,0
19,7,1919,1,1,D,C,0,0,0,,DC,0,0
19,7,1915,1,1,D,C,0,0,0,,DC,0,0
19,7,1923,1,1,C,C,0,0,0,,CC,1,0
19,7,1935,1,1,D,C,0,0,0,,DC,0,0
19,7,1924,1,0,C,D,1,1,1,,CD,0,0
19,7,1903,1,1,C,C,0,0,0,,CC,1,0
19,7,1917,1,1,C,C,0,0,0,,CC,1,0
19,7,1914,1,1,C,C,0,0,0,,CC,1,0
19,7,1922,1,1,C,C,0,0,0,,CC,1,0
19,7,1901,1,1,D,C,0,0,0,,DC,0,0
19,7,1927,1,1,D,C,0,0,0,,DC,0,0
19,7,1902,1,0,C,D,1,1,1,,CD,0,0
19,7,1916,1,1,C,C,0,0,0,,CC,1,0
19,7,1904,1,0,D,D,1,1,1,,DD,0,1
19,7,1912,1,0,C,D,1,1,1,,CD,0,0
19,7,1918,1,0,C,D,1,1,1,,CD,0,0
19,7,1915,1,1,D,C,0,0,0,,DC,0,0
19,7,1900,1,1,C,C,0,0,0,,CC,1,0
19,7,1923,1,1,C,C,0,0,0,,CC,1,0
19,7,1903,1,1,C,C,0,0,0,,CC,1,0
19,7,1935,1,1,D,C,0,0,0,,DC,0,0
19,7,1917,1,1,C,C,0,0,0,,CC,1,0
19,7,1914,1,1,C,C,0,0,0,,CC,1,0
19,7,1901,1,0,D,D,1,1,1,,DD,0,1
19,7,1916,1,1,C,C,0,0,0,,CC,1,0
19,7,1902,1,1,C,C,0,0,0,,CC,1,0
19,7,1924,0,1,C,D,1,1,,1,CD,0,0
19,7,1904,1,1,D,C,0,0,0,,DC,0,0
19,7,1927,1,1,D,C,0,0,0,,DC,0,0
19,7,1912,1,1,C,C,0,0,0,,CC,1,0
19,7,1918,1,0,C,D,1,1,1,,CD,0,0
19,7,1935,1,0,D,D,1,1,1,,DD,0,1
19,7,1900,1,1,C,C,0,0,0,,CC,1,0
19,7,1903,1,0,C,D,1,1,1,,CD,0,0
19,7,1917,1,1,C,C,0,0,0,,CC,1,0
19,7,1915,1,1,D,C,0,0,0,,DC,0,0
19,7,1922,1,0,C,D,1,1,1,,CD,0,0
19,7,1910,1,0,D,C,0,1,1,,DC,0,0
19,7,1902,1,0,C,D,1,1,1,,CD,0,0
19,7,1924,0,0,C,D,1,0,,0,CD,0,0
19,7,1901,0,1,D,C,0,1,,1,DC,0,0
19,7,1916,1,0,C,D,1,1,1,,CD,0,0
19,7,1927,1,1,D,C,0,0,0,,DC,0,0
19,7,1904,0,0,D,D,1,0,,0,DD,0,1
19,7,1900,1,1,C,C,0,0,0,,CC,1,0
19,7,1923,1,1,C,C,0,0,0,,CC,1,0
19,7,1917,1,1,C,C,0,0,0,,CC,1,0
19,7,1935,1,0,D,D,1,1,1,,DD,0,1
19,7,1914,1,1,C,C,0,0,0,,CC,1,0
19,7,1903,0,0,C,D,1,0,,0,CD,0,0
19,7,1910,1,0,D,C,0,1,1,,DC,0,0
19,7,1918,1,1,C,C,0,0,0,,CC,1,0
19,7,1907,1,1,D,C,0,0,0,,DC,0,0
19,7,1924,0,1,C,C,0,1,,1,CC,1,0
19,7,1901,0,0,D,D,1,0,,0,DD,0,1
19,7,1916,1,1,C,C,0,0,0,,CC,1,0
19,7,1900,1,1,C,C,0,0,0,,CC,1,0
19,7,1902,1,1,C,C,0,0,0,,CC,1,0
19,7,1912,1,1,C,C,0,0,0,,CC,1,0
19,7,1915,1,1,D,C,0,0,0,,DC,0,0
19,7,1917,1,0,C,D,1,1,1,,CD,0,0
19,7,1904,0,1,D,C,0,1,,1,DC,0,0
19,7,1923,1,1,C,C,0,0,0,,CC,1,0
19,7,1927,1,1,D,C,0,0,0,,DC,0,0
19,7,1935,1,1,D,C,0,0,0,,DC,0,0
19,7,1922,1,1,C,C,0,0,0,,CC,1,0
19,7,1919,1,1,D,D,1,0,0,,DD,0,1
19,7,1910,1,0,D,C,0,1,1,,DC,0,0
19,7,1900,1,1,C,C,0,0,0,,CC,1,0
19,7,1907,1,1,D,D,1,0,0,,DD,0,1
19,7,1901,0,1,D,C,0,1,,1,DC,0,0
19,7,1916,1,1,C,C,0,0,0,,CC,1,0
19,7,1914,1,1,C,C,0,0,0,,CC,1,0
19,7,1902,1,0,C,D,1,1,1,,CD,0,0
19,7,1924,0,0,C,D,1,0,,0,CD,0,0
19,7,1904,0,0,D,D,1,0,,0,DD,0,1
19,7,1923,1,0,C,D,1,1,1,,CD,0,0
19,7,1912,1,1,C,C,0,0,0,,CC,1,0
19,7,1917,1,1,C,C,0,0,0,,CC,1,0
19,7,1918,1,1,C,C,0,0,0,,CC,1,0
19,7,1900,1,1,C,C,0,0,0,,CC,1,0
19,7,1935,1,1,D,C,0,0,0,,DC,0,0
19,7,1927,1,1,D,C,0,0,0,,DC,0,0
19,7,1907,1,1,D,C,0,0,0,,DC,0,0
19,7,1916,1,1,C,C,0,0,0,,CC,1,0
19,7,1901,0,0,D,D,1,0,,0,DD,0,1
19,7,1910,1,0,D,C,0,1,1,,DC,0,0
19,7,1914,1,1,C,C,0,0,0,,CC,1,0
19,7,1902,1,1,C,C,0,0,0,,CC,1,0
19,7,1924,0,1,C,C,0,1,,1,CC,1,0
19,7,1904,0,0,D,D,1,0,,0,DD,0,1
19,7,1922,1,1,C,C,0,0,0,,CC,1,0
19,7,1915,1,0,D,D,1,1,1,,DD,0,1
19,7,1923,1,1,C,C,0,0,0,,CC,1,0
19,7,1917,1,0,C,D,1,1,1,,CD,0,0
19,7,1918,1,0,C,D,1,1,1,,CD,0,0
19,7,1907,1,1,D,C,0,0,0,,DC,0,0
19,7,1901,0,0,D,D,1,0,,0,DD,0,1
19,7,1935,1,1,D,C,0,0,0,,DC,0,0
19,7,1916,1,0,C,D,1,1,1,,CD,0,0
19,7,1927,1,1,D,C,0,0,0,,DC,0,0
19,7,1912,0,0,C,D,1,0,,0,CD,0,0
19,7,1910,1,0,D,D,1,1,1,,DD,0,1
19,7,1902,0,0,C,D,1,0,,0,CD,0,0
19,7,1915,1,0,D,D,1,1,1,,DD,0,1
19,7,1923,0,0,C,D,1,0,,0,CD,0,0
19,7,1917,1,0,C,D,1,1,1,,CD,0,0
19,7,1907,1,1,D,C,0,0,0,,DC,0,0
19,7,1916,0,0,C,D,1,0,,0,CD,0,0
19,7,1935,1,1,D,C,0,0,0,,DC,0,0
19,7,1914,1,0,C,D,1,1,1,,CD,0,0
19,7,1922,1,0,C,D,1,1,1,,CD,0,0
19,7,1910,1,0,D,C,0,1,1,,DC,0,0
19,7,1927,1,0,D,D,1,1,1,,DD,0,1
19,7,1907,1,1,D,D,1,0,0,,DD,0,1
19,7,1915,1,1,D,C,0,0,0,,DC,0,0
19,7,1917,0,1,C,C,0,1,,1,CC,1,0
19,7,1935,0,1,D,C,0,1,,1,DC,0,0
19,7,1910,0,0,D,D,1,0,,0,DD,0,1
19,7,1914,1,0,C,D,1,1,1,,CD,0,0
19,7,1907,0,1,D,D,1,1,,1,DD,0,1
19,7,1922,1,0,C,D,1,1,1,,CD,0,0
19,7,1915,0,1,D,C,0,1,,1,DC,0,0
19,7,1927,0,1,D,C,0,1,,1,DC,0,0
19,7,1935,0,1,D,C,0,1,,1,DC,0,0
19,7,1910,0,0,D,D,1,0,,0,DD,0,1
19,7,1919,1,1,D,C,0,0,0,,DC,0,0
19,7,1907,0,1,D,C,0,1,,1,DC,0,0
19,7,1914,0,0,C,D,1,0,,0,CD,0,0
19,7,1915,0,1,D,C,0,1,,1,DC,0,0
19,7,1910,0,0,D,D,1,0,,0,DD,0,1
19,7,1907,0,1,D,D,1,1,,1,DD,0,1
19,7,1922,0,0,C,D,1,0,,0,CD,0,0
19,7,1910,0,0,D,C,0,0,,0,DC,0,0
19,7,1907,0,1,D,C,0,1,,1,DC,0,0
19,7,1919,0,1,D,D,1,1,,1,DD,0,1
19,7,1910,0,0,D,C,0,0,,0,DC,0,0
19,7,1907,0,1,D,C,0,1,,1,DC,0,0
19,7,1919,0,1,D,C,0,1,,1,DC,0,0
19,7,1910,0,0,D,D,1,0,,0,DD,0,1
19,7,1907,0,1,D,C,0,1,,1,DC,0,0
19,7,1919,0,1,D,C,0,1,,1,DC,0,0
19,7,1910,0,0,D,D,1,0,,0,DD,0,1
19,8,1915,1,1,D,C,0,0,0,,DC,0,0
19,8,1901,1,1,D,C,0,0,0,,DC,0,0
19,8,1916,1,1,C,C,0,0,0,,CC,1,0
19,8,1927,1,1,D,C,0,0,0,,DC,0,0
19,8,1902,1,1,C,C,0,0,0,,CC,1,0
19,8,1903,1,1,C,C,0,0,0,,CC,1,0
19,8,1923,1,1,C,D,1,0,0,,CD,0,0
19,8,1924,1,1,C,C,0,0,0,,CC,1,0
19,8,1912,1,1,C,C,0,0,0,,CC,1,0
19,8,1901,1,1,D,C,0,0,0,,DC,0,0
19,8,1916,1,1,C,D,1,0,0,,CD,0,0
19,8,1902,1,1,C,C,0,0,0,,CC,1,0
19,8,1915,1,1,D,C,0,0,0,,DC,0,0
19,8,1919,1,1,C,D,1,0,0,,CD,0,0
19,8,1927,1,1,D,C,0,0,0,,DC,0,0
19,8,1903,1,1,C,C,0,0,0,,CC,1,0
19,8,1914,1,1,C,C,0,0,0,,CC,1,0
19,8,1922,1,1,D,C,0,0,0,,DC,0,0
19,8,1918,1,0,C,D,1,1,1,,CD,0,0
19,8,1910,0,0,D,D,1,0,,0,DD,0,1
19,8,1916,1,1,C,C,0,0,0,,CC,1,0
19,8,1923,1,1,C,C,0,0,0,,CC,1,0
19,8,1901,1,0,D,D,1,1,1,,DD,0,1
19,8,1924,1,1,C,C,0,0,0,,CC,1,0
19,8,1902,1,1,C,C,0,0,0,,CC,1,0
19,8,1903,1,1,C,C,0,0,0,,CC,1,0
19,8,1912,1,0,C,D,1,1,1,,CD,0,0
19,8,1915,1,1,D,C,0,0,0,,DC,0,0
19,8,1927,1,1,D,C,0,0,0,,DC,0,0
19,8,1910,0,1,D,C,0,1,,1,DC,0,0
19,8,1919,1,1,C,D,1,0,0,,CD,0,0
19,8,1918,1,1,C,C,0,0,0,,CC,1,0
19,8,1916,1,1,C,C,0,0,0,,CC,1,0
19,8,1901,1,1,D,C,0,0,0,,DC,0,0
19,8,1923,1,1,C,C,0,0,0,,CC,1,0
19,8,1902,1,1,C,C,0,0,0,,CC,1,0
19,8,1924,1,1,C,C,0,0,0,,CC,1,0
19,8,1914,1,1,C,D,1,0,0,,CD,0,0
19,8,1922,1,1,D,C,0,0,0,,DC,0,0
19,8,1903,1,1,C,C,0,0,0,,CC,1,0
19,8,1912,1,1,C,C,0,0,0,,CC,1,0
19,8,1915,1,1,D,C,0,0,0,,DC,0,0
19,8,1910,0,1,D,C,0,1,,1,DC,0,0
19,8,1927,1,1,D,C,0,0,0,,DC,0,0
19,8,1935,1,1,D,C,0,0,0,,DC,0,0
19,8,1907,1,1,D,C,0,0,0,,DC,0,0
19,8,1902,1,1,C,C,0,0,0,,CC,1,0
19,8,1918,1,0,C,C,0,1,1,,CC,1,0
19,8,1903,1,1,C,C,0,0,0,,CC,1,0
19,8,1919,1,1,C,C,0,0,0,,CC,1,0
19,8,1923,1,1,C,C,0,0,0,,CC,1,0
19,8,1924,1,1,C,C,0,0,0,,CC,1,0
19,8,1916,1,0,C,D,1,1,1,,CD,0,0
19,8,1901,0,0,D,D,1,0,,0,DD,0,1
19,8,1914,1,1,C,C,0,0,0,,CC,1,0
19,8,1912,1,0,C,D,1,1,1,,CD,0,0
19,8,1915,1,1,D,C,0,0,0,,DC,0,0
19,8,1927,1,1,D,C,0,0,0,,DC,0,0
19,8,1935,1,1,D,C,0,0,0,,DC,0,0
19,8,1910,0,0,D,D,1,0,,0,DD,0,1
19,8,1907,1,1,D,C,0,0,0,,DC,0,0
19,8,1918,1,0,C,D,1,1,1,,CD,0,0
19,8,1903,1,0,C,D,1,1,1,,CD,0,0
19,8,1901,0,0,D,D,1,0,,0,DD,0,1
19,8,1902,1,0,C,D,1,1,1,,CD,0,0
19,8,1923,1,1,C,C,0,0,0,,CC,1,0
19,8,1924,1,0,C,D,1,1,1,,CD,0,0
19,8,1916,1,0,C,D,1,1,1,,CD,0,0
19,8,1922,1,1,D,C,0,0,0,,DC,0,0
19,8,1919,0,1,C,C,0,1,,1,CC,1,0
19,8,1915,0,0,D,D,1,0,,0,DD,0,1
19,8,1912,1,0,C,D,1,1,1,,CD,0,0
19,8,1914,1,1,C,D,1,0,0,,CD,0,0
19,8,1907,1,1,D,D,1,0,0,,DD,0,1
19,8,1935,1,1,D,C,0,0,0,,DC,0,0
19,8,1910,0,0,D,D,1,0,,0,DD,0,1
19,8,1918,1,0,C,D,1,1,1,,CD,0,0
19,8,1927,1,1,D,C,0,0,0,,DC,0,0
19,8,1901,0,0,D,D,1,0,,0,DD,0,1
19,8,1903,0,0,C,D,1,0,,0,CD,0,0
19,8,1923,1,1,C,C,0,0,0,,CC,1,0
19,8,1924,1,0,C,D,1,1,1,,CD,0,0
19,8,1902,0,1,C,C,0,1,,1,CC,1,0
19,8,1919,0,1,C,C,0,1,,1,CC,1,0
19,8,1907,1,1,D,D,1,0,0,,DD,0,1
19,8,1916,1,0,C,D,1,1,1,,CD,0,0
19,8,1915,0,1,D,C,0,1,,1,DC,0,0
19,8,1922,1,0,D,D,1,1,1,,DD,0,1
19,8,1918,1,0,C,C,0,1,1,,CC,1,0
19,8,1903,0,0,C,D,1,0,,0,CD,0,0
19,8,1901,0,1,D,C,0,1,,1,DC,0,0
19,8,1924,0,0,C,D,1,0,,0,CD,0,0
19,8,1923,1,1,C,C,0,0,0,,CC,1,0
19,8,1914,0,0,C,D,1,0,,0,CD,0,0
19,8,1912,1,0,C,D,1,1,1,,CD,0,0
19,8,1907,1,1,D,C,0,0,0,,DC,0,0
19,8,1927,1,0,D,D,1,1,1,,DD,0,1
19,8,1919,0,1,C,D,1,1,,1,CD,0,0
19,8,1916,0,0,C,D,1,0,,0,CD,0,0
19,8,1915,0,1,D,D,1,1,,1,DD,0,1
19,8,1907,0,0,D,C,0,0,,0,DC,0,0
19,8,1918,0,1,C,D,1,1,,1,CD,0,0
19,8,1902,0,0,C,D,1,0,,0,CD,0,0
19,8,1912,1,1,C,C,0,0,0,,CC,1,0
19,8,1901,0,1,D,C,0,1,,1,DC,0,0
19,8,1923,1,0,C,D,1,1,1,,CD,0,0
19,8,1935,1,1,D,C,0,0,0,,DC,0,0
19,8,1922,1,1,D,C,0,0,0,,DC,0,0
19,8,1914,0,0,C,D,1,0,,0,CD,0,0
19,8,1915,0,1,D,D,1,1,,1,DD,0,1
19,8,1927,0,1,D,D,1,1,,1,DD,0,1
19,8,1912,0,1,C,C,0,1,,1,CC,1,0
19,8,1902,0,0,C,D,1,0,,0,CD,0,0
19,8,1935,1,1,D,C,0,0,0,,DC,0,0
19,8,1901,0,0,D,D,1,0,,0,DD,0,1
19,8,1923,0,0,C,D,1,0,,0,CD,0,0
19,8,1918,0,0,C,D,1,0,,0,CD,0,0
19,8,1912,0,1,C,D,1,1,,1,CD,0,0
19,8,1935,0,0,D,D,1,0,,0,DD,0,1
19,8,1927,0,0,D,D,1,0,,0,DD,0,1
19,8,1902,0,0,C,D,1,0,,0,CD,0,0
19,8,1922,1,1,D,C,0,0,0,,DC,0,0
